country,spname,year,source,Introduction_code,iso3c,Reference,
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora alni,2002,EPPO GD,New record NA,BEL,EPPO Reporting Service No. 03  The Phytophthora disease of alder occurs in Belgium,
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora alni,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40948",Present,BEL,"CABI/EPPO, 2008; EPPO, 2014",
Belgium,Phytophthora ramorum,2007,CAB Abstracts,NA,BEL,"Husson, C.; Delatour, C.; Frey, P.; Marçais, B.; Saurat, C.; Schenck, N. 2007 First report of Phytophthora ramorum on ornamental plants in France. Plant Disease 91 1359",
Belgium,Phytophthora occultans,2015,CAB Abstracts,NA,BEL,"Man in't Veld, W. A.; Rosendahl, K. C. H. M.; Rijswick, P. C. J. van; Meffert, J. P.; Westenberg, M.; Vossenberg, B. T. L. H. van de; Denton, G.; Kuik, F. A. J. van 2015 Phytophthora terminalis sp. nov. and Phytophthora occultans sp. nov., two invasive pathogens of ornamental plants in Europe. Mycologia 107 54-65",
Belgium,Phytophthora cinnamomi,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40957",Present,BEL,"IMI, 1991; EPPO, 2014",
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora quercina,2003,EPPO GD,New record NA,BEL,EPPO Reporting Service No. 05  New data on quarantine pests and pests of the EPPO Alert List,
Belgium,Phytophthora cambivora,NA,DAISIE,Cryptogenic,BEL,CRAW,
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora infestans,2004,CAB Abstracts,NA,BEL,"Heremans, B.; Haesaert, G. 2004 Diversity of the Phytophthora infestans population in Flanders, Belgium. Communications in Agricultural and Applied Biological Sciences 69 421-425",
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora infestans,1972,CAB Abstracts,NA,BEL,"Populer, C. 1972 Infection of potato leaves by Phytophthora infestans (Mont.) De By inhibited by malathion sprays. Mededelingen van de Faculteit Landbouwwetenschappen, Rijksuniversiteit Gent 37 507-510",
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora ramorum,2006,CAB Abstracts,NA,BEL, 2006 Phytophthora ramorum. [Distribution map]. Distribution Maps of Plant Diseases NA Map 978 (Edition 1),
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora kernoviae,2014,EPPO GD,"Absent, confirmed by survey",BEL,* NPPO of Belgium (2014-11).,
Belgium,Phytophthora cryptogea,1999,EPPO GD,"Present, no details",BEL,"* Jamart, G. (1999) Mededelingen - Faculteit Landbouwkundige en Toegepaste Biologische Wetenschappen, Universiteit Gent 64 (3b), 623-626.* Jamart, G.; Bakonyi, J. (2003) Journal of Plant Pathology 85 (1), 63-64. ------- First report on lettuce (Lactuca sativa) in Belgium.* MUCL (2009); (2001) ------- Cortil-Noirmont.",
Belgium,Phytophthora cinnamomi,NA,DAISIE,Alien/Established,BEL,Marie-Laure Desprez-Loustau,
Belgium,Phytophthora infestans,1999,CAB Abstracts,NA,BEL,"Jamart, G.; Heremans, B.; Bakonyi, J. 1999 Genetic diversity of Phytophthora infestans populations in Belgium. Mededelingen - Faculteit Landbouwkundige en Toegepaste Biologische Wetenschappen, Universiteit Gent 64 617-622",
Belgium,Phytophthora infestans,2015,CAB Abstracts,NA,BEL,"Gheysen, G.; Heremans, B.; Droogenbroeck, B. van; Custers, R.; Vossen, J. H.; Visser, R. G. F.; Jacobsen, E.; Hutten, R.; Haverkort, A. J. 2015 Durable cisgenic resistance to Phytophthora infestans in potato, and perspectives for applications in Africa. Potato and sweetpotato in Africa: transforming the value chains for food and nutrition security NA 122-127",
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora cinnamomi,1954,CAB Abstracts,NA,BEL,"PLASMAN, A.  1954 Wilt of Cinerarias caused by Phytophthora cinnamomi Rands. Bulletin Horticole 9 2 pp.",
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora ramorum,2002,EPPO GD,"Present, restricted distribution",BEL,"* De Merlier, D.; Chandelier, A.; Cavelier, M. (2003) First report of Phytophthora ramorum on Viburnum bodnantse in Belgium. Plant Disease, 87(2), p 203.* NPPO of Belgium (2005-01, 2014-11).* Vercauteren, A.; Dobbelaere, I. de; Bockstaele, E. van; Maes, M.; Heungens, K. (2011) European Journal of Plant Pathology 129 (4), 621-635.* Vercauteren, A.; Dobbelaere, I. de; Grunwald, N. J.; Bonants, P.; Bockstaele, E. van; Maes, M.; Heungens, K. (2010) Molecular Ecology 19 (1), 92-107.* Werres, S.; De Merlier, D. (2003) First detection of Phytophthora ramorum mating type A2 in Europe. Plant Disease, 87(10), p 1266.",
Belgium,Phytophthora infestans,2010,CAB Abstracts,NA,BEL,"Gisi, U.; Walder, F.; Resheat-Eini, Z.; Edel, D.; Sierotzki, H. 2010 Changes in population structure of Phytophthora infestans in Europe. Julius-Kühn-Archiv NA 141",
Belgium,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",BEL,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Belgium,Phytophthora gonapodyides,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora infestans,2002,CAB Abstracts,NA,BEL,"Bakonyi, J.; Heremans, B.; Jamart, G. 2002 Characterization of Phytophthora infestans isolates collected from potato in Flanders, Belgium. Journal of Phytopathology 150 512-516",
Belgium,Phytophthora rubi,2013,EPPO GD,"Present, restricted distribution",BEL,* NPPO of Belgium (2013-12).,
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora infestans,2016,CAB Abstracts,NA,BEL,"Colau, G. 2016 Biological control of potato diseases: control of Phytophthora infestans and Alternaria solani by indigenous Belgian bacteria. IOBC/WPRS Bulletin 117 115",
Belgium,Phytophthora cactorum,1992,EPPO GD,"Present, widespread",BEL,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora cactorum,1991,CAB Abstracts,NA,BEL,"Battistini, C.; Rosati, P. 1991 In vitro evaluation of somaclonal strawberry (Fragaria × ananassa 'Brighton') variants for susceptibility to Phytophthora cactorum. The strawberry into the 21st century. Proceedings of the Third North American Strawberry Conference, Houston, Texas, 14-16 February, 1990. NA 121-123",
Belgium,Phytophthora ramorum,2011,CAB Abstracts,NA,BEL,"Vercauteren, A.; Dobbelaere, I. de; Bockstaele, E. van; Maes, M.; Heungens, K. 2011 Genotypic and phenotypic characterization of the European A2 isolates of Phytophthora ramorum. European Journal of Plant Pathology 129 621-635",
Belgium,Phytophthora infestans,1845,NCBI Biosample,NA,BEL,EBI: https://www.ncbi.nlm.nih.gov/biosample/SAMEA2087075,
Belgium,Phytophthora infestans,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40970",Present,BEL,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40970",
Belgium,Phytophthora infestans,2002,CAB Abstracts,NA,BEL,"Wang WenQiao; Ma ZhiQiang; Zhang XiaoFeng; Zhang WenJi; David, M. 2002 Resistance to fungicides, mating types and fitness of Phytophthora infestans. Acta Phytopathologica Sinica 32 278-283",
Belgium,Phytophthora cambivora,2006,Phytothreats global occurrence database,NA,BEL,"Schmitz, S., Zini, J. & Chandelier, A. (2007) Involvement of Phytophthora species in the decline of beech in Wallonia (Belgium). Communications in Agricultural and Applied Biological Sciences, 72, 879–885.",
Belgium,Phytophthora ramorum,2003,CAB Abstracts,NA,BEL,"Werres, S.; Merlier, D. de 2003 First detection of Phytophthora ramorum mating type A2 in Europe. Plant Disease 87 1266",
Belize,Phytophthora cinnamomi,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40957",Present,BLZ,"IMI, 1991; EPPO, 2014",
Belize,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",BLZ,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Bermuda,Phytophthora infestans,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40970",Present,BMU,"CPPC; CMI, 1982",
Bermuda,Phytophthora cactorum,1926,CAB Abstracts,NA,BMU,"DRECHSLER, C.  1926 Foot-rot of Lilium candidum and Lilium pyrenaicum caused by Phytophthora cactorum. Phytopathology 16 51-53 pp.",
Bolivia,Phytophthora infestans,2013,CAB Abstracts,NA,BOL,"Coca-Morante, M.; Tolín-Tordoya, I. 2013 The potato late blight caused by Phytophthora infestans Mont de Bary as selection factor of phurejas potatoes (Solanum phureja Juz et Buk) in endemic areas of the Bolivian Andes. American Journal of Plant Sciences 4 53-58",
Bolivia,Phytophthora citrophthora,2001,CAB Abstracts,NA,BOL," 2001 Brown rot of citrus fruit - diseases caused by Phytophthora on citrus. Fungus: Phytophthora citrophthora, P. nicotianae. External factsheets NA 3 pp.",
Bolivia,Phytophthora cinnamomi,1970,CAB Abstracts,NA,BOL,"Bazan de Segura, C. 1970 Root rot of Juglans spp. caused by Phytophthora cinnamomi in Turrialba, Costa Rica. Turrialba 20 116-8",
Bolivia,Phytophthora infestans,1931,CAB Abstracts,NA,BOL,"MÜLLER, K. O.  1931 On the development of Phytophthora infestans on susceptible and resistant Potato varieties. Investigations of the Potato blight and the biology of the causal organism. II. Arb. biol. Reichsanst. Land- u. Forstw. 18 465-505 pp.",
Bolivia,Phytophthora capsici,1990,EPPO GD,"Present, no details",BOL,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Bolivia,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",BOL,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Bolivia,Phytophthora infestans,1937,CAB Abstracts,NA,BOL,"SIDOROV, F. F. 1937 The breeding of potato varieties resistant to Phytophthora. Phytopathology 27 211-41",
Bolivia,Phytophthora infestans,2006,CAB Abstracts,NA,BOL,"Coca Morante, M.; Montealegre Villanueva, N. 2006 Short communication. Resistance to Phytophthora infestans in populations of wild potato species in the Sorata microcentre of genetic diversity, La Paz, Bolivia. Spanish Journal of Agricultural Research 4 156-160",
Bolivia,Phytophthora cinnamomi,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40957",Present,BOL,"IMI, 1991; EPPO, 2014",
Bolivia,Phytophthora infestans,2003,CAB Abstracts,NA,BOL,"Deahl, K. L.; Pagani, M. C.; Vilaro, F. L.; Perez, F. M.; Moravec, B.; Cooke, L. R. 2003 Characteristics of Phytophthora infestans isolates from Uruguay. European Journal of Plant Pathology 109 277-281",
Bolivia,Phytophthora infestans,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40970",Present,BOL,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40970",
Bolivia,Phytophthora infestans,1937,CAB Abstracts,NA,BOL,"SIDOROFF, F. F.  1937 The breeding of Potatoes for immunity from Phytophthora infestans de Bary. Bull. appl. Bot. Select., 1937. NA May-76",
Bolivia,Phytophthora infestans,1999,CAB Abstracts,NA,BOL,"Fromm, I. 1999 Characterization of isolates of Phytophthora infestans from potato and tomato in Bolivia and the Dominican Republic. CEIBA 40 235-239",
Bolivia,Phytophthora infestans,2007,CAB Abstracts,NA,BOL,"Gabriel, J.; Coca, A.; Plata, G.; Parlevliet, J. E. 2007 Characterization of the resistance to Phytophthora infestans in local potato cultivars in Bolivia. Euphytica 153 321-328",
Bolivia,Phytophthora infestans,2016,CAB Abstracts,NA,BOL,"Coca Morante, M. 2016 Disease note: first records of potato late blight caused by Phytophthora infestans in Bolivia. Journal of Plant Pathology and Microbiology 7 374",
Bolivia,Phytophthora infestans,2007,CAB Abstracts,NA,BOL,"Morante, M. C.; Tolin Tordoya, I.; Montealegre Villanueva, N. 2007 Resistence to Phytophthora infestans Mont de Bary of phureja potato (Solanum phureja Juzepczuk et Bukasov) and populations of wild species of potato, La Paz, Bolivia. Plant Genetic Resources Newsletter NA 43-48",
Bolivia,Phytophthora infestans,2004,CAB Abstracts,NA,BOL,"May, K. J.; Ristaino, J. B. 2004 Identity of the mtDNA haplotype(s) of Phytophthora infestans in historical specimens from the Irish potato famine. Mycological Research 108 471-479",
Bolivia,Phytophthora infestans,2006,EPPO GD,Detailed record NA,BOL,EPPO Reporting Service No. 11  Potato diseases in the Andes,
Bosnia-Herzegovina,Phytophthora syringae,NA,DAISIE,Cryptogenic/Established,BIH,Marie-Laure Desprez-Loustau,
Bosnia-Herzegovina,Phytophthora cambivora,NA,DAISIE,Cryptogenic/Established,BIH,Marie-Laure Desprez-Loustau,
Botswana,Phytophthora capsici,2003,CAB Abstracts,NA,BWA,"Labuschagne, N.; Thompson, A. H.; Botha, W. J. 2003 First report of stem and root rot of tomato caused by Phytophthora capsici in South Africa. Plant Disease 87 1540",
Brazil,Phytophthora sojae,1994,EPPO GD,"Present, no details",BRA,"* Costamilan LM, Clebsch CC, Moreira Soares R, Santos Seixas CD, Vieira Godoy CV, Dorrance AE (2013) Pathogenic diversity of Phytophthora sojae pathotypes from Brazil. European Journal of Plant Pathology 135(4), 845-853.------- Genetic studies on isolates collected from 6 states (Goias, Mato Grosso do Sul, Minas Gerais, Parana, Rio Grande do Sul, Santa Catarina.* Wrather, J.A.; Anderson, T.R.; Arsyad, D.M.; Gai, J.; Ploper, L.D.; Porta-Puglia, A.; Ram, H.H.; Yorinori, J.T. (1997) Soybean disease loss estimates for the top 10 soybean producing countries in 1994. Plant Disease, 81(1), 107-110.",
Brazil,Phytophthora sojae,1994,EPPO GD,"Present, no details",BRA,"* Costamilan LM, Clebsch CC, Moreira Soares R, Santos Seixas CD, Vieira Godoy CV, Dorrance AE (2013) Pathogenic diversity of Phytophthora sojae pathotypes from Brazil. European Journal of Plant Pathology 135(4), 845-853.------- Genetic studies on isolates collected from 6 states (Goias, Mato Grosso do Sul, Minas Gerais, Parana, Rio Grande do Sul, Santa Catarina.* Wrather, J.A.; Anderson, T.R.; Arsyad, D.M.; Gai, J.; Ploper, L.D.; Porta-Puglia, A.; Ram, H.H.; Yorinori, J.T. (1997) Soybean disease loss estimates for the top 10 soybean producing countries in 1994. Plant Disease, 81(1), 107-110.",
Brazil,Phytophthora palmivora,1980,CAB Abstracts,NA,BRA,"Almeida, I. A. de; Muller, M. W.; Ram, A.; Midlej, P. R. M. 1980 Integrated control of weeds and Phytophthora palmivora in soils of cocoa plantations. II. Field tests. Resumos XIII Congresso Brasileiro de Herbicidas e Ervas Daninhas, Bahia, 1980. NA 116",
Brazil,Phytophthora infestans,2002,CAB Abstracts,NA,BRA,"Reis, A.; Suassuna, N. D.; Alfenas, A. C.; Mizubuti, E. S. G. 2002 Monitoring Phytophthora infestans population in the Zona da Mata region of Minas Gerais, Brazil, from 1998 to 2000. Fitopatologia Brasileira 27 614-620",
Brazil,Phytophthora sojae,1994,EPPO GD,"Present, no details",BRA,"* Costamilan LM, Clebsch CC, Moreira Soares R, Santos Seixas CD, Vieira Godoy CV, Dorrance AE (2013) Pathogenic diversity of Phytophthora sojae pathotypes from Brazil. European Journal of Plant Pathology 135(4), 845-853.------- Genetic studies on isolates collected from 6 states (Goias, Mato Grosso do Sul, Minas Gerais, Parana, Rio Grande do Sul, Santa Catarina.* Wrather, J.A.; Anderson, T.R.; Arsyad, D.M.; Gai, J.; Ploper, L.D.; Porta-Puglia, A.; Ram, H.H.; Yorinori, J.T. (1997) Soybean disease loss estimates for the top 10 soybean producing countries in 1994. Plant Disease, 81(1), 107-110.",
Brazil,Phytophthora citrophthora,2006,CAB Abstracts,NA,BRA,"Paim, M. C. A.; Luz, E. D. M. N.; Souza, J. T. de; Cerqueira, A. O.; Lopes, J. R. M. 2006 Pathogenicity of Phytophthora species to Anthurium andraeanum in Brazil. Australasian Plant Pathology 35 275-277",
Brazil,Phytophthora sojae,1994,EPPO GD,"Present, no details",BRA,"* Costamilan LM, Clebsch CC, Moreira Soares R, Santos Seixas CD, Vieira Godoy CV, Dorrance AE (2013) Pathogenic diversity of Phytophthora sojae pathotypes from Brazil. European Journal of Plant Pathology 135(4), 845-853.------- Genetic studies on isolates collected from 6 states (Goias, Mato Grosso do Sul, Minas Gerais, Parana, Rio Grande do Sul, Santa Catarina.* Wrather, J.A.; Anderson, T.R.; Arsyad, D.M.; Gai, J.; Ploper, L.D.; Porta-Puglia, A.; Ram, H.H.; Yorinori, J.T. (1997) Soybean disease loss estimates for the top 10 soybean producing countries in 1994. Plant Disease, 81(1), 107-110.",
Brazil,Phytophthora capsici,2007,CAB Abstracts,NA,BRA,"Nascimento, I. R. do; Valle, L. A. C. do; Maluf, W. R.; Gonçalves, L. D.; Gomes, L. A. A.; Moreto, P.; Lopes, E. A. das G. L. 2007 Reaction of hybrids, lines and progenies of sweet pepper the blight caused by Phytophthora capsici and to Pepper yellow mosaic virus (PepYMV). Ciência e Agrotecnologia 31 121-128",
Brazil,Phytophthora palmivora,1977,CAB Abstracts,NA,BRA,"Medeiros, A. G. 1977 Sporulation of Phytophthora palmivora (Butl.) Butl. in relation to epidemiology and chemical control of cacao black pod disease. Ceplac Publicacao Especial NA 220 pp.",
Brazil,Phytophthora cinnamomi,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40957",Present,BRA,"EPPO, 2014",
Brazil,Phytophthora capsici,1997,CAB Abstracts,NA,BRA,"Ribeiro, C. S. da C.; Lopes, C. A.; Reifschneider, F. J. B. 1997 Identification of sources of juvenile resistance in Capsicum spp. to Phytophthora capsici. Capsicum &amp; Eggplant Newsletter NA 101",
Brazil,Phytophthora palmivora,1980,CAB Abstracts,NA,BRA,"Almeida, I. A. de; Muller, M. W.; Ram, A. 1980 Integrated control of weeds and Phytophthora palmivora in soils of cocoa plantations I. Laboratory tests. Resumos XIII Congresso Brasileiro de Herbicidas e Ervas Daninhas, Bahia, 1980. NA 115",
Brazil,Phytophthora heveae,1974,CAB Abstracts,NA,BRA,"Albuquerque, F. C. de; Duarte, M. de L. R.; Manco, G. R.; Martins e Silva, H. 1974 Leaf blight of Brazil nut (Bertholletia excelsa) caused by Phytophthora heveae. Pesquisa Agropecuaria Brasileira, Agronomia 9 101-105",
Brazil,Phytophthora nicotianae,2005,CAB Abstracts,NA,BRA,"Angeli, S. de S.; Pio, R.; Azevedo, F. A. de; Bettiol Neto, J. E. 2005 Inoculation height and plant decapitation on the development of Phytophthora parasitica in citrus rootstocks. Laranja 26 39-46",
Brazil,Phytophthora nicotianae,1999,CAB Abstracts,NA,BRA,"Feichtenberger, E. 1999 Effect of systemic fungicide applications on growth responses and fruit yields of sweet orange trees in Phytophthora infested soil. Proceedings 5th World Congress of the International Society of Citrus Nurserymen, Montpellier, France, 5-8 March, 1997. NA 267-279",
Brazil,Phytophthora capsici,1986,CAB Abstracts,NA,BRA,"Reifschneider, F. J. B.; Café Filho, A. C.; Beek, M. A. 1986 Resistance to Phytophthora capsici in Capsicum and the multiple disease resistance program in Capsicum at EMBRAPA. VIth meeting on genetics and breeding on <i xmlns=""http://www.w3.org/1999/xhtml"">Capsicum </i>and eggplant, Zaragoza (Spain), October 21-24, 1986. NA 129-134",
Brazil,Phytophthora cactorum,1992,EPPO GD,"Present, widespread",BRA,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Brazil,Phytophthora capsici,2008,CAB Abstracts,NA,BRA,"Lima, M. L. da P.; CaféFilho, A. C. 2008 Phenotypic and molecular characterization of Phytophthora capsici from vegetable crops and search and expression of genetic resistance in Cucurbitaceae and Solanaceae. Summa Phytopathologica 34 292",
Brazil,Phytophthora sojae,1994,EPPO GD,"Present, no details",BRA,"* Costamilan LM, Clebsch CC, Moreira Soares R, Santos Seixas CD, Vieira Godoy CV, Dorrance AE (2013) Pathogenic diversity of Phytophthora sojae pathotypes from Brazil. European Journal of Plant Pathology 135(4), 845-853.------- Genetic studies on isolates collected from 6 states (Goias, Mato Grosso do Sul, Minas Gerais, Parana, Rio Grande do Sul, Santa Catarina.* Wrather, J.A.; Anderson, T.R.; Arsyad, D.M.; Gai, J.; Ploper, L.D.; Porta-Puglia, A.; Ram, H.H.; Yorinori, J.T. (1997) Soybean disease loss estimates for the top 10 soybean producing countries in 1994. Plant Disease, 81(1), 107-110.",
Brazil,Phytophthora capsici,1999,CAB Abstracts,NA,BRA,"Lopes, J. F.; Brune, S.; Henz, G. P. 1999 Methodology of evaluating resistance to Phytophthora capsici Leonian in pumpkin and squash germplasm. Horticultura Brasileira 17 30-32",
Brazil,Phytophthora palmivora,2004,CAB Abstracts,NA,BRA,"Santos, Á. F. dos; Luz, E. D. M. N.; Finato, P. D.; Tessmann, D. J.; Vida, J. B. 2004 First report of stem rot on peach palm caused by Phytophthora palmivora in the state of Paraná. Fitopatologia Brasileira 29 680-682",
Brazil,Phytophthora infestans,2017,CAB Abstracts,NA,BRA,"Casa-Coila, V. H.; Lehner, M. S.; Hora Júnior, B. T.; Reis, A.; Nazareno, N. R. X.; Mizubuti, E. S. G.; Gomes, C. B. 2017 First report of Phytophthora infestans self-fertile genotypes in southern Brazil. Plant Disease 101 1682",
Brazil,Phytophthora palmivora,2010,CAB Abstracts,NA,BRA,"Tocafundo, F.; Santos, T. R.; Bezerra, J. L.; Luz, E. D. M. N. 2010 Evaluation of Trichoderma spp. in the control of Phytophthora palmivora on papaya fruits. Agrotrópica 22 37-44",
Brazil,Phytophthora palmivora,1977,CAB Abstracts,NA,BRA,"Montes B., R.; Ram, A.; Medeiros, A. G. 1977 Physiological behaviour of isolates of Phytophthora palmivora (Butl.) Butl. from cacao pods and P. cactorum (Lebert &amp; Cohn) Schroeter obtained from soils and roots of cacao plants. Revista Theobroma 7 133-144",
Brazil,Phytophthora sojae,1981,CAB Abstracts,NA,BRA,"Campos, V. P.; Schmitt, D. P. 1981 Histological analysis of the Phytophthora root and stem rot disease of soybean. Fitopatologia Brasileira 6 229-236",
Brazil,Phytophthora infestans,2004,CAB Abstracts,NA,BRA,"Nazareno, N. R. X. de; Boschetto, N.; Pinto, J. A. S. 2004 Survival of Phytophthora infestans on potato haulms under field conditions in the state of Paraná, Brazil. Fitopatologia Brasileira 29 573",
Brazil,Phytophthora cinnamomi,2011,Phytothreats global occurrence database,NA,BRA,"Dos Santos, Á.F., Tessmann, D.J., Alves, T.C.A., Vida, J.B. & Harakava, R. (2011) Root and Crown Rot of Brazilian Pine (Araucaria angustifolia) Caused by Phytophthora cinnamomi. Journal of Phytopathology, 159, 194–196.",
Brazil,Phytophthora infestans,2009,CAB Abstracts,NA,BRA,"Maziero, J. M. N.; Maffia, L. A.; Mizubuti, E. S. G. 2009 Effects of temperature on events in the infection cycle of two clonal lineages of Phytophthora infestans causing late blight on tomato and potato in Brazil. Plant Disease 93 459-466",
Brazil,Phytophthora capsici,2017,CAB Abstracts,NA,BRA,"Petry, R.; Fonseca, M. E. N.; Boiteux, L. S.; Reis, A. 2017 First report of Phytophthora capsici as causal agent of snap-bean (Phaseolus vulgaris) pod decay in Brazil. Plant Disease 101 1059-1060",
Brazil,Phytophthora palmivora,1973,CAB Abstracts,NA,BRA,"Ram, C.; Ram, A. 1973 Virulence of some selected isolates of Phytophthora palmivora in cacao. Revista Theobroma 3 Dec-16",
Brazil,Phytophthora sojae,1994,EPPO GD,"Present, restricted distribution",BRA,"* Costamilan LM, Clebsch CC, Moreira Soares R, Santos Seixas CD, Vieira Godoy CV, Dorrance AE (2013) Pathogenic diversity of Phytophthora sojae pathotypes from Brazil. European Journal of Plant Pathology 135(4), 845-853.------- Genetic studies on isolates collected from 6 states (Goias, Mato Grosso do Sul, Minas Gerais, Parana, Rio Grande do Sul, Santa Catarina.* Wrather, J.A.; Anderson, T.R.; Arsyad, D.M.; Gai, J.; Ploper, L.D.; Porta-Puglia, A.; Ram, H.H.; Yorinori, J.T. (1997) Soybean disease loss estimates for the top 10 soybean producing countries in 1994. Plant Disease, 81(1), 107-110.",
